Time,Temperature
0.8,26.514230989190477
1.6,27.76257743458311
2.4,27.759692484097936
3.2,25.302901661295838
4,27.82208050781816
4.8,27.828060819522094
5.6,25.845969676542524
6.4,27.351760184897845
7.2,26.433152356258084
8,25.593980145445283
9,41.73166127945017
10,52.764812075078915
11,60.10787710356074
12,64.81377128723145
13,69.65281266095704
14.2,74.57660948395039
15.0,78.01514245513988
15.5,80.73862139041553
16.3,81.2065463347126
17,81.81904036106556
17.8,83.17740592667109
19,84.07832587808163
19.8,85.51303045698015
20.6,86.3462405961367
21.4,87.85748288158042
22,86.5562093007351
22.8,88.9628526984321
23.6,88.55752852427531
24.4,87.55031814765739
25,90.98652039048811
25.8,88.46536834987484
26.6,88.92632579616688
27.4,89.42095949565672
28.2,89.64442723408183
29.0,91.37181179955269
30,89.51904364134694
30.8,89.05083993506545
31.6,92.02700355190518
32.4,87.50437828789607
33.2,92.83803411965266
34.0,89.62529624542968
34.8,93.1149892187715
35.6,87.26718703387691
36.4,92.35453536785138
37.2,92.0004007454934
38.0,92.82266337222876
38.8,87.84032498665917
39.6,87.26982574904636
40.4,89.41264982789964
41.2,87.44969565751217
42.0,91.92787687513578
42.8,87.17401821816317
43.6,86.6495522237896
44.4,91.49681942371019
45.2,89.84846013983591
46,87.27269888027436
46.8,84.52050711740937
48,75.45134425374381
49,70.7157761232769
49.8,67.73989969591535
51,63.4931245714804
52,67.60602401531378
53,69.98361809332057
53.8,73.77511131448034
54.6,77.12044976313346
55.5,81.02519623017749
56.3,82.25034594893762
57,82.56700426996875
57.8,84.24265235725605
59,85.72520754005716
59.8,86.5136007446989
60.6,87.6432928700019
61.4,87.29069668574786
62,89.9000439568639
62.8,89.21970740143874
63.6,90.07193718262668
64.4,90.26369228416674
65,88.21082212289907
65.8,88.91257822605287
66.6,88.20175956190847
67.4,88.71720063358845
68.2,91.69822648933925
69.0,89.20737873980806
69.8,91.9095429202101
70.6,91.71780371437946
71.4,90.73030016895146
72.2,92.12383256831325
73.0,90.62607183064603
73.8,91.81258839374709
74.6,91.56898197496255
75.4,90.67841938411203
76.2,89.96442443768991
77.0,89.34117141755239
77.8,89.06719580803039
78.6,92.39311961318134
79.4,92.0944848530814
80,91.33122590673443
80.8,90.21372473605948
81.6,90.80986125220652
82.4,90.4299843367971
83.2,92.98721807163732
84.0,91.53399638353068
84.8,92.29036249280948
85.6,90.25851403186009
86,96.61494919883332
86.8,84.96830005845102
88,75.6931063316825
89,70.874892217919
89.8,68.33448529897949
91,64.2795106892044
91.8,61.745050145938364
93,58.66957731121375
93.8,57.02689636494929
94.6,55.16172307187082
95.4,52.782692091294855
96.2,51.30438784929089
97,49.52939654053688
97.8,48.04104357806827
98.6,46.83930164646361
99.4,46.633572053027244
100,45.25929753898764
100.8,43.98984928685475
101.6,43.14143870588746
102.4,42.33596322764732
103.2,41.75726270411919
104.0,41.01195998685489
105,39.28975616433881
105.8,39.477874146355035
106.6,39.09515359548517
107.4,38.439550156648984
108.2,38.29731229614329
109.0,36.92020990829268
110,37.30213113199179
110.8,36.10282240922947
111.6,35.642464048167255
112.4,35.209859045004315
113.2,35.05256038439941
114.0,33.841013576890006
114.8,33.644467582253874
115.6,33.70136927285968
116.4,33.136484666824906
117.2,32.99960269946848
118.0,32.325817924150975
118.8,32.45918964654553
120,30.855058382259298
120.8,31.704728185607305
121.6,31.10313182707951
122.4,31.49956309273416
123.2,30.470917162292334
124.0,29.890779538810502
124.8,30.36029388458355
125.6,31.02690548375724
126.4,30.541397428245876
127.2,30.721023935720364
128.0,30.425632967163512
128.8,29.236122792160998
129.6,29.959897106937035
130.4,29.470972791322346
131.2,29.219911070579684
132.0,29.65121720085923
132.8,29.46951629502544
133.6,29.26110998528187
134.4,29.02133383352784
135.2,28.332452609557436
136.0,28.63589109615462
136.8,27.823022782860107
137.6,27.95023347838887
138.4,27.867579057246587
139.2,28.368997266457047
140,27.80086766102744
140.8,29.712961120344218
141.6,29.795985001312257
142.4,25.675516115143076
143.2,25.22652774470926
144.0,29.273286263874347
144.8,28.239095527044253
145.6,30.335731097337582
146.4,29.636734357743684
147.2,27.40456452197137
148.0,28.00926645335476
148.8,30.131244491992742
150,29.23922413546417
150.8,28.649675408561425
151.6,27.40072453806684
152.4,29.2784690857419
153.2,29.471477572755347
154,29.22439973797469
154.8,28.190674038226877
155.6,28.966992154397634
156.4,26.722146118443234
157.2,29.228126968812457
158,30.641582984654615
159,44.22557469552108
160,54.94477360545374
161,61.93629350453242
